Gender,Born year,EDU,Curloc,Residence,Job,平常在超商結帳時，你多半用什麼方式進行付款？,我都用這個：:平常在超商結帳時，你多半用什麼方式進行付款？,在百貨公司結帳時，你多半用什麼方式進行付款？,我都用這個：:在百貨公司結帳時，你多半用什麼方式進行付款？,Apple Pay:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,Google Pay:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,Line Pay:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,街口支付:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,你有使用過行動支付嗎？,是什麼原因讓你不使用行動支付呢?,我的情況是：:是什麼原因讓你不使用行動支付呢?,Apple Pay:你主要使用哪些行動支付平台？,Google Pay:你主要使用哪些行動支付平台？,台灣Pay:你主要使用哪些行動支付平台？,Pi錢包:你主要使用哪些行動支付平台？,歐付寶:你主要使用哪些行動支付平台？,街口支付:你主要使用哪些行動支付平台？,LINE Pay:你主要使用哪些行動支付平台？,支付寶:你主要使用哪些行動支付平台？,我使用的支付工具還有這個：:你主要使用哪些行動支付平台？,我使用的支付工具還有這個：:你主要使用哪些行動支付平台？,在使用習慣上，你會覺得現金還是行動支付比較好用？,我覺得是：:在使用習慣上，你會覺得現金還是行動支付比較好用？,你認為使用行動支付是更為方便還是更為麻煩？,我覺得是：:你認為使用行動支付是更為方便還是更為麻煩？,你認為使用行動支付是更為安全還是更為危險？,我覺得是：:你認為使用行動支付是更為安全還是更為危險？,「再也不用帶鈔票或信用卡出門，甚至只要帶手機就可完成日常中所有的交易行為。」乍聽之下像是科幻電影的情節，但經資料顯示，瑞典現今的現金交易僅占整體經濟的1%，甚至有許多小朋友表示從未看過鈔票。（圖片來源：https://reurl.cc/9ZDW5j）同樣的，若台灣仿效瑞典朝向「無現金社會」邁進，你會贊成嗎？,同意，我覺得是：:「再也不用帶鈔票或信用卡出門，甚至只要帶手機就可完成日常中所有的交易行為。」乍聽之下像是科幻電影的情節，但經資料顯示，瑞典現今的現金交易僅占整體經濟的1%，甚至有許多小朋友表示從未看過鈔票。（圖片來源：https://reurl.cc/9ZDW5j）同樣的，若台灣仿效瑞典朝向「無現金社會」邁進，你會贊成嗎？,不同意，我覺得是：:「再也不用帶鈔票或信用卡出門，甚至只要帶手機就可完成日常中所有的交易行為。」乍聽之下像是科幻電影的情節，但經資料顯示，瑞典現今的現金交易僅占整體經濟的1%，甚至有許多小朋友表示從未看過鈔票。（圖片來源：https://reurl.cc/9ZDW5j）同樣的，若台灣仿效瑞典朝向「無現金社會」邁進，你會贊成嗎？,同樣發生在瑞典，在無現金的社會下，早在2009年起，就有四千人選擇在身體植入NFC晶片，只要伸出手來，就可以在商店購物、或乘坐大眾運輸時感應使用。（圖片來源：https://reurl.cc/DvjAl6）看完這則新聞，你對這4000人的想法是什麼？,我的想法是：:同樣發生在瑞典，在無現金的社會下，早在2009年起，就有四千人選擇在身體植入NFC晶片，只要伸出手來，就可以在商店購物、或乘坐大眾運輸時感應使用。（圖片來源：https://reurl.cc/DvjAl6）看完這則新聞，你對這4000人的想法是什麼？,換作是你，你會願意選擇施打晶片嗎？,會，我的原因是：:換作是你，你會願意選擇施打晶片嗎？,不會，我的原因是：:換作是你，你會願意選擇施打晶片嗎？,如果台灣同樣開放施打「電子化晶片」的政策，你覺得民眾是否會買單？,我的想法是：:如果台灣同樣開放施打「電子化晶片」的政策，你覺得民眾是否會買單？,「隨著疫情的爆發，為避免透過鈔票與他人直接接觸，更多人願意加入行動支付的行列。」你同意這個判斷嗎？,同意，我覺得是：:「隨著疫情的爆發，為避免透過鈔票與他人直接接觸，更多人願意加入行動支付的行列。」你同意這個判斷嗎？,不同意，我覺得是：:「隨著疫情的爆發，為避免透過鈔票與他人直接接觸，更多人願意加入行動支付的行列。」你同意這個判斷嗎？,你認為行動支付會成為未來趨勢，還是曇花一現呢？,我的想法是：:你認為行動支付會成為未來趨勢，還是曇花一現呢？,問卷結束囉！科技的發展日新月異，不出幾年就會出現我們未曾想過的發明（例如：虛擬實境、大數據、行動支付⋯⋯等），在驚呼的同時，人們也會對未知的事物保持疑慮。（圖片來源：https://reurl.cc/GdNVXx）對於新發明的誕生，你會選擇擁抱科技還是會適時觀望呢？歡迎寫下你的想法。（如果沒有的話，請按下一頁，開始驗證流程囉！）
1,1985,5,8,8,C,1,,1,,2,3,2,3,2,90,不想過度依賴電子產品,,,,,,,,,,,,,1,,1,,1,,,1,,3,,,3,,1,,,3,,
1,1977,5,7,7,M,1,,5,,3,3,3,3,2,2,,,,,,,,,,,,,,2,,4,,5,,,1,,4,,,3,,2,,,2,,
0,1998,5,10,10,Q,1,,1,,4,4,4,4,2,2,,,,,,,,,,,,,,90,理論上是方便的，但如果在無法使用行動支付的店家就比較麻煩,1,,5,,,2,,1,,,2,,2,,,3,,
0,1970,5,24,24,S,4,,6,,1,1,3,3,1,,,,,,,,,7,,,,3,,2,,1,,1,,,4,,3,,,3,,2,,,2,,
1,1977,5,5,5,S,2,,5,,2,2,2,2,2,4,,,,,,,,,,,,,,1,,3,,5,,,3,,4,,,4,,1,,,5,,
0,1976,6,13,13,P,2,,5,,1,1,1,1,1,,,,,,,,,7,,,,3,,2,,1,,5,,,1,,3,,,1,,1,,,2,,
1,1983,6,13,13,M,2,,5,,2,2,2,3,1,,,,,3,,,,,,,,3,,1,,2,,2,,,2,,3,,,3,,4,,,2,,
0,1984,5,14,14,S,5,,5,,1,4,2,4,1,,,,,,,,,7,,,,3,,1,,1,,1,,,1,,3,,,3,,4,,,3,,
0,1981,6,13,13,P,4,,5,,1,1,3,3,1,,,,,,4,,6,7,,,,5,,2,,2,,5,,,1,,3,,,3,,2,,,5,,
1,1988,6,8,8,O,4,,5,,1,1,2,2,1,,,1,,,,,,7,,,,3,,1,,2,,1,,,1,,4,,,3,,1,,,1,,
1,1971,6,8,8,P,4,,5,,2,2,2,2,1,,,,,3,,,,,,,,3,,1,,4,,1,,,1,,1,,,1,,1,,,1,,
1,1990,6,4,4,M,90,行動支付,5,,1,1,2,2,1,,,,,,,,6,7,,,,3,,1,,3,,1,,,1,,1,,,3,,2,,,2,,
0,1974,3,4,4,U,90,愛金卡,95,,2,2,2,2,2,1,,,,,,,,,,,,,,4,,3,,4,,,3,,4,,,4,,1,,,3,,
0,1989,5,1,1,V,2,,95,,3,3,3,2,1,,,,2,,,,,7,,,,5,,2,,3,,5,,,1,,3,,,3,,1,,,90,行動支付需要電，停電沒網路時依然需要傳統支付的存在,
1,1976,4,2,2,S,2,,5,,1,1,2,2,1,,,,,3,,,,,,,,91,,1,,2,,1,,,3,,4,,,3,,2,,,1,,
1,1966,3,2,2,S,5,,5,,2,2,2,2,1,,,,,,,,,7,,,,2,,1,,2,,1,,,95,,3,,,2,,2,,,2,,科技不斷進步，要學習適應
0,1988,5,2,2,S,5,,95,,4,4,4,4,2,1,,,,,,,,,,,,,,90,有好有壞,3,,5,,,2,,4,,,4,,1,,,2,,
1,1979,6,15,14,P,2,,5,,2,2,3,3,1,,,1,2,3,,,,,,,,5,,1,,4,,1,,,1,,4,,,3,,1,,,2,,
1,1970,4,4,4,N,1,,95,,4,4,4,4,2,3,,,,,,,,,,,,,,3,,3,,5,,,1,,4,,,3,,5,,,5,,
0,1978,4,15,15,S,3,,5,,2,2,2,2,1,,,,,,,,,7,,,,5,,3,,2,,1,,,2,,3,,,3,,4,,,2,,
0,1994,5,15,15,O,4,,1,,1,1,3,3,1,,,,2,,,,,,,,,4,,3,,1,,2,,,3,,3,,,3,,1,,,1,,
0,1996,5,8,8,T,1,,95,,4,3,1,2,2,1,,,,,,,,,,,,,,1,,3,,1,,,2,,3,,,4,,1,,,2,,
1,1970,5,2,2,W,1,,5,,1,4,4,4,2,6,,,,,,,,,,,,,,3,,3,,1,,,1,,3,,,3,,1,,,2,,
0,1987,5,15,15,S,90,行動支付,90,行動支付,1,1,3,3,1,,,1,,3,4,,,7,,,,3,,1,,2,,2,,,1,,4,,,4,,1,,,1,,
1,1984,3,4,4,C,1,,2,,2,2,2,2,1,,,,,3,4,,,,,,,1,,1,,1,,2,,,2,,1,,,1,,1,,,2,,
1,1981,4,8,8,C,1,,5,,3,3,2,3,1,,,,2,,,,,7,,,,5,,1,,1,,1,,,1,,3,,,3,,2,,,2,,
0,1978,3,1,1,S,3,,5,,1,1,2,3,2,1,,,,,,,,,,,,,,1,,90,怕掉手機,1,,,3,,4,,,4,,2,,,1,,
1,1981,5,1,1,S,1,,95,,4,4,4,4,2,5,,,,,,,,,,,,,,2,,2,,4,,,1,,4,,,3,,2,,,5,,
0,1990,5,4,4,S,1,,1,,1,1,2,1,1,,,,2,,,,,,,,,1,,1,,1,,1,,,2,,1,,,1,,4,,,1,,
0,1992,5,2,2,S,3,,5,,2,2,2,2,1,,,,,,,,,7,,,,3,,2,,2,,1,,,3,,4,,,3,,1,,,2,,
1,1985,6,2,2,S,2,,5,,2,1,2,3,2,5,,,,,,,,,,,,,,2,,2,,1,,,2,,1,,,2,,2,,,1,,
0,1981,5,15,15,U,4,,5,,1,1,3,3,1,,,1,,,,,6,7,,,,3,,1,,1,,1,,,1,,3,,,4,,1,,,1,,
0,1993,5,2,2,V,1,,1,,4,4,4,4,2,2,,,,,,,,,,,,,,3,,4,,2,,,3,,4,,,3,,1,,,1,,
0,1987,5,2,2,M,4,,5,,3,3,3,3,1,,,,,,,,6,7,,,,3,,1,,3,,1,,,95,,4,,,3,,2,,,2,,
1,1990,4,8,8,C,1,,5,,1,1,1,1,1,,,,,,,,,7,,,,2,,2,,3,,5,,,1,,4,,,3,,4,,,1,,
1,1966,4,8,8,W,1,,95,,4,2,2,2,1,,,,2,,,,,,,,,1,,1,,3,,5,,,3,,4,,,4,,4,,,2,,
0,1987,5,8,5,S,4,,95,,1,1,3,2,1,,,,,3,,,6,7,,,,5,,1,,1,,1,,,1,,4,,,4,,1,,,2,,
0,1971,4,4,4,F,1,,5,,1,1,1,1,2,6,,,,,,,,,,,,,,3,,3,,5,,,3,,4,,,3,,2,,,1,,
1,1981,4,7,7,M,2,,5,,1,1,2,3,1,,,,,3,,,,7,,,,5,,1,,2,,1,,,3,,3,,,2,,1,,,1,,
0,1978,5,18,18,M,1,,5,,4,3,3,4,1,,,,,,,,,7,,,,2,,1,,3,,1,,,1,,5,,感覺很危險,3,,1,,,5,,
0,1975,5,8,8,S,3,,5,,2,2,2,3,1,,,,,,,,,,,90,XPERIA,5,,90,先麻煩(設定)後方便,3,,5,,,95,,4,,,2,,4,,,90,未來趨勢，但我也不樂見紙幣被淘汰,
1,1987,6,5,8,M,4,,5,,3,3,3,3,1,,,,2,3,4,,6,7,,,,3,,1,,1,,1,,,1,,5,,擔心未來如果技術進步，舊的晶片無法支援,3,,2,,,2,,
0,1986,5,2,2,S,2,,5,,4,4,4,4,2,90,太多PAY...沒有一家可以全部店家都能消費，這樣會要下載好幾個PAY，自我管理上不易,,,,,,,,,,,,,1,,2,,2,,,90,痛...怕植入物傷身,5,,痛..怕植入物傷身,3,,4,,,2,,
0,1939,1,8,14,U,1,,1,,4,4,4,4,2,6,,,,,,,,,,,,,,3,,2,,5,,,4,,4,,,2,,2,,,1,,
1,1982,5,8,8,G,3,,5,,2,2,2,2,1,,,,,,4,,,7,,,,3,,2,,3,,4,,,3,,4,,,3,,5,,,1,,
1,1983,6,2,1,M,4,,5,,4,4,4,4,1,,,,,3,,,,7,,,,3,,1,,1,,2,,,95,,4,,,3,,2,,,1,,
0,1994,5,1,19,M,4,,6,,1,1,1,2,1,,,1,,,,,,7,,,,3,,1,,3,,1,,,1,,3,,,3,,2,,,1,,
1,1993,5,2,2,S,1,,95,,3,3,3,2,2,2,,,,,,,,,,,,,,2,,4,,5,,,1,,4,,,4,,4,,,3,,
0,1976,2,2,2,I,1,,1,,3,3,3,3,2,1,,,,,,,,,,,,,,3,,3,,4,,,1,,4,,,4,,5,,,4,,
0,1983,3,8,8,V,1,,5,,1,2,1,3,2,4,,,,,,,,,,,,,,3,,3,,5,,,3,,3,,,3,,4,,,3,,適時觀望
0,1982,5,1,10,S,4,,5,,2,2,2,2,1,,,,,,,,,7,,,,5,,1,,3,,4,,,1,,3,,,3,,1,,,2,,
0,1978,5,1,1,S,90,PI錢包,5,,1,1,1,1,1,,,,,,4,,,7,,,,1,,2,,2,,1,,,1,,4,,,3,,1,,,2,,
0,1986,5,11,12,S,3,,5,,2,2,2,2,1,,,,,,,,,7,,,,5,,2,,2,,2,,,3,,3,,,4,,2,,,1,,
1,1995,6,8,8,T,2,,2,,3,3,2,2,1,,,1,,,,,,,,,,3,,2,,1,,1,,,2,,3,,,3,,1,,,2,,
1,1986,6,8,8,Q,2,,5,,1,1,3,3,1,,,,2,,,,,,,,,3,,1,,1,,2,,,1,,3,,,4,,2,,,2,,
1,1996,5,14,14,O,4,,5,,3,3,3,3,1,,,,,,,,,7,,,,5,,3,,4,,1,,,1,,3,,,3,,5,,,3,,
1,1989,5,14,14,S,2,,95,,1,1,1,3,1,,,,,,,,6,7,,,,5,,2,,2,,5,,,1,,4,,,3,,4,,,4,,
0,1972,6,24,14,O,3,,5,,4,4,4,4,2,6,,,,,,,,,,,,,,4,,4,,1,,,1,,4,,,3,,2,,,1,,
0,1983,3,4,4,R,5,,5,,3,3,3,2,1,,,1,,3,,,,7,,,,5,,2,,2,,5,,,1,,3,,,3,,2,,,5,,
0,1984,3,15,15,U,4,,6,,2,2,2,2,1,,,,,,,,6,7,,,,3,,1,,1,,1,,,1,,1,,,1,,1,,,1,,
1,1970,5,2,2,N,1,,2,,2,2,2,3,2,2,,,,,,,,,,,,,,4,,3,,4,,,4,,5,,怕行搶被剁手,4,,1,,,2,,
0,1973,4,13,13,F,2,,5,,2,2,2,2,1,,,,,3,,,6,,,,,4,,1,,2,,4,,,1,,1,,,2,,2,,,1,,
0,1964,3,14,14,U,4,,5,,4,4,4,4,1,,,,,,4,,,,,,,5,,2,,2,,2,,,1,,3,,,3,,1,,,5,,
1,1981,6,4,4,M,3,,5,,1,1,1,1,1,,,,,,,5,6,7,,,,4,,2,,2,,2,,,2,,1,,,2,,2,,,2,,
1,1982,5,15,15,S,2,,1,,2,2,2,3,2,1,,,,,,,,,,,,,,2,,3,,2,,,3,,3,,,2,,4,,,3,,
1,1968,5,1,1,M,2,,5,,2,2,2,2,2,1,,,,,,,,,,,,,,3,,3,,4,,,3,,4,,,4,,5,,,3,,
0,1978,6,1,1,S,4,,5,,3,3,3,3,1,,,,,,,,,,,90,全聯PX Pay; 全家便利商店Fami 錢包,5,,3,,3,,1,,,4,,5,,不喜歡被值入侵入式晶片,3,,2,,,2,,
1,1984,6,9,9,M,4,,5,,2,2,2,2,1,,,,,,,,6,7,,,,5,,1,,1,,1,,,3,,4,,,3,,2,,,2,,
0,1977,6,1,1,S,5,,2,,2,2,2,2,1,,,,,,,,6,,,,,3,,1,,3,,5,,,1,,4,,,3,,1,,,4,,
1,1996,5,1,5,R,1,,1,,2,2,3,3,1,,,,,,,,,7,,,,3,,1,,90,沒意見,1,,,3,,3,,,3,,2,,,1,,
1,1969,4,2,2,M,1,,5,,4,4,4,2,2,1,,,,,,,,,,,,,,1,,4,,5,,,1,,4,,,3,,1,,,3,,
0,1993,5,14,14,P,4,,5,,1,1,2,2,1,,,1,,3,,,,7,,,,3,,2,,1,,4,,,1,,3,,,3,,2,,,1,,
0,1992,6,1,1,F,3,,5,,1,1,2,3,1,,,1,,3,,,6,7,,,,3,,1,,4,,1,,,2,,1,,,3,,2,,,2,,只要保護到資安 覺得行動支付超讚
1,1987,6,4,4,M,4,,5,,1,1,2,2,1,,,,,,4,,6,,,,,3,,1,,1,,1,,,1,,4,,,3,,2,,,1,,
0,1985,6,14,14,U,3,,5,,4,4,4,4,2,1,,,,,,,,,,,,,,4,,3,,5,,,1,,4,,,2,,1,,,1,,
0,1997,6,14,14,T,2,,95,,2,2,2,2,1,,,,,,,,,7,,,,1,,2,,1,,6,,有些人沒有手機或是手機無網路,2,,3,,,4,,2,,,1,,
0,1998,5,5,5,V,1,,6,,2,2,2,3,1,,,1,,,,,,,,,,4,,1,,1,,1,,,4,,5,,在身體植入晶片的感覺很噁心,3,,2,,,1,,
0,1997,5,15,15,Q,5,,2,,3,3,3,3,2,1,,,,,,,,,,,,,,4,,2,,1,,,3,,4,,,4,,2,,,1,,
0,1992,5,14,14,S,3,,2,,2,2,2,3,1,,,,,,,,,7,,,,2,,1,,4,,5,,,4,,4,,,3,,2,,,1,,
0,1980,5,8,8,G,1,,5,,1,1,1,1,1,,,1,,,,,,,,,,1,,1,,1,,1,,,1,,1,,,1,,1,,,1,,
1,1984,5,2,2,M,4,,6,,1,1,3,2,1,,,,,,,,6,,,,,3,,1,,1,,2,,,3,,4,,,3,,1,,,1,,
1,1982,6,2,19,M,4,,5,,1,1,3,2,1,,,,,,,,,7,,,,3,,2,,3,,2,,,1,,3,,,3,,2,,,2,,
0,1973,5,1,1,M,2,,5,,1,1,1,1,1,,,1,,,4,,,7,,,,3,,1,,1,,1,,,1,,1,,,2,,1,,,1,,
1,1955,3,8,8,W,1,,1,,3,3,3,2,2,3,,,,,,,,,,,,,,1,,1,,5,,,3,,3,,,3,,2,,,3,,
1,1978,5,15,15,S,3,,5,,3,3,2,3,1,,,,,,,,,7,,,,5,,1,,3,,5,,,3,,4,,,4,,1,,,4,,
1,1978,5,2,2,C,1,,5,,1,3,1,2,1,,,,2,,,,6,7,,,,2,,2,,90,有安全也兼具危險,2,,,2,,2,有晶片是個人的行動便利購,,3,,2,,,2,,
0,1992,5,15,15,M,1,,1,,4,4,4,4,2,1,,,,,,,,,,,,,,2,,3,,5,,,4,,5,,可怕,4,,2,,,3,,
1,1994,6,2,2,F,1,,2,,1,1,2,3,2,2,,,,,,,,,,,,,,1,,3,,1,,,3,,3,,,3,,2,,,5,,
0,1987,5,4,11,S,4,,5,,1,1,1,1,1,,,,,,,,,7,,,,3,,1,,1,,1,,,1,,3,,,2,,1,,,1,,
0,2000,5,4,4,T,2,,95,,4,3,2,3,2,5,,,,,,,,,,,,,,1,,3,,5,,,3,,4,,,3,,2,,,1,,
0,1950,2,13,13,U,4,,6,,1,1,2,2,1,,,,,,,,,7,,,,3,,2,,1,,2,,,3,,4,,,4,,4,,,4,,
1,2000,3,,4,T,1,,1,,2,2,1,3,1,,,1,,,,,,,,,,1,,1,,1,,4,,,1,,3,,,2,,1,,,1,,
0,1985,5,16,16,S,1,,5,,1,2,2,3,1,,,,,,,,,7,,,,5,,1,,4,,1,,,2,,3,,,2,,2,,,2,,無
0,1993,5,14,14,O,1,,1,,1,2,2,4,2,2,,,,,,,,,,,,,,2,,3,,5,,,1,,4,,,3,,1,,,3,,
1,1990,5,15,15,I,4,,95,,1,1,3,2,1,,,,2,,,,,7,,,,3,,2,,2,,2,,,95,,4,,,4,,2,,,2,,
1,1996,5,13,13,K,4,,5,,1,1,2,2,1,,,1,,3,,,,7,,,,3,,1,,1,,4,,,95,,4,,,3,,2,,,5,,
0,1996,5,2,2,V,1,,1,,3,3,2,2,1,,,,,,,,,,,90,橘子支付,5,,2,,3,,1,,,1,,1,,,2,,2,,,1,,
1,1975,6,8,11,S,2,,5,,1,1,1,1,1,,,,,,,,,7,,,,4,,2,,1,,1,,,1,,4,,,4,,1,,,2,,
1,1990,6,2,2,S,5,,5,,3,3,3,2,1,,,,,,4,,6,,,,,3,,2,,2,,1,,,3,,4,,,4,,1,,,1,,
1,1984,6,2,2,T,2,,5,,1,1,2,2,1,,,1,,,,,,7,,,,91,,1,,4,,5,,,95,,4,,,3,,2,,,2,,目前台灣各金融業支付太過紛亂，也是台灣行動支付無法大步邁向前的原因。
0,1987,5,2,2,S,95,,5,,1,1,1,1,2,1,,,,,,,,,,,,,,1,,4,,4,,,95,,4,,,4,,1,,,5,,
0,1989,6,15,15,M,3,,5,,2,2,2,2,1,,,1,2,,,,6,7,,,,3,,1,,1,,1,,,2,,1,,,2,,2,,,1,,
0,1990,5,8,10,M,1,,5,,3,3,3,3,1,,,,,3,,,,7,,,,5,,2,,3,,5,,,1,,4,,,3,,2,,,1,,
1,1961,5,15,15,W,1,,5,,1,1,1,1,1,,,,,,,,,,,90,全聯,3,,2,,1,,1,,,1,,3,,,3,,2,,,1,,
0,1986,5,2,2,M,2,,2,,1,1,3,3,1,,,,,3,,,6,7,,,,3,,1,,2,,1,,,3,,3,,,3,,4,,,3,,
1,1989,3,9,9,V,1,,1,,2,2,1,1,1,,,1,2,,,,,7,,,,1,,3,,3,,1,,,1,,3,,,2,,2,,,2,,
0,1995,6,2,2,V,2,,1,,3,3,3,2,1,,,,,,,,,7,,,,2,,3,,3,,4,,,1,,4,,,3,,4,,,3,,
1,1987,5,11,11,C,2,,5,,3,3,3,3,1,,,,,3,,,,,,,,4,,2,,3,,1,,,2,,4,,,3,,1,,,2,,
1,1984,5,2,2,C,2,,5,,3,3,3,3,1,,,1,2,3,,,,7,,,,1,,1,,3,,5,,,95,,4,,,4,,1,,,1,,
1,1981,5,4,2,M,2,,5,,2,2,2,3,1,,,,,,,,6,7,8,,,5,,2,,3,,1,,,1,,3,,,4,,1,,,1,,
0,1973,3,2,2,S,1,,1,,1,4,1,1,2,1,,,,,,,,,,,,,,1,,3,,1,,,2,,1,,,3,,4,,,3,,
0,1974,3,1,1,S,1,,5,,4,4,4,4,2,4,,,,,,,,,,,,,,4,,3,,5,,,95,,4,,,4,,4,,,4,,
1,1996,5,2,2,Q,3,,5,,3,3,3,3,1,,,,2,3,4,,6,7,,,,3,,1,,3,,1,,,1,,3,,,2,,1,,,2,,
0,1983,5,2,2,S,90,Icash,5,,1,2,1,2,2,1,,,,,,,,,,,,1,,1,,3,,4,,,2,,3,,,3,,1,,,4,,
0,1994,5,4,20,V,1,,95,,2,2,3,3,2,90,有想用但還沒去研究怎麼用,,,,,,,,,,,,,3,,3,,1,,,3,,3,,,3,,2,,,2,,
1,1989,5,8,8,F,1,,1,,1,4,4,4,1,,,1,,,,,,,,,,1,,1,,2,,1,,,2,,1,,,2,,1,,,1,,
0,2000,5,15,20,T,1,,90,金融卡,2,2,2,3,2,3,,,,,,,,,,,,,,2,,2,,4,,,1,,3,,,2,,1,,,3,,
0,1983,5,12,12,I,2,,5,,1,3,2,3,1,,,,,3,,,,7,,,,3,,1,,3,,1,,,1,,4,,,3,,1,,,1,,
1,1976,3,4,4,S,1,,2,,2,2,3,2,1,,,,,,,,6,,,,,1,,4,,4,,5,,,95,,4,,,4,,5,,,5,,
0,1994,5,2,2,T,1,,5,,1,1,2,2,1,,,,,,,,,7,,,,5,,1,,3,,5,,,1,,4,,,3,,1,,,1,,
0,1971,6,4,1,U,1,,5,,2,2,2,2,2,2,,,,,,,,,,,,,,4,,3,,4,,,1,,4,,,4,,4,,,3,,
0,1995,5,2,21,T,1,,1,,1,1,3,3,2,2,,,,,,,,,,,,,,3,,3,,5,,,3,,4,,,3,,2,,,1,,
1,1983,6,8,8,K,2,,5,,2,2,2,2,1,,,,,3,,,,7,,,,5,,1,,1,,1,,,1,,1,,,3,,1,,,2,,
0,1990,5,8,9,U,1,,5,,2,2,2,3,1,,,,,,,,,7,,,,2,,1,,3,,5,,,95,,4,,,4,,1,,,2,,
1,1972,4,5,5,M,1,,95,,4,4,4,4,2,2,,,,,,,,,,,,,,3,,3,,1,,,1,,4,,,3,,5,,,2,,
0,1998,5,5,4,T,1,,1,,1,1,2,2,1,,,,,,,,,7,,,,5,,1,,3,,5,,,2,,3,,,3,,2,,,5,,
0,1985,6,1,2,M,2,,5,,4,4,4,4,1,,,,,,,,,7,,,,1,,1,,1,,1,,,1,,3,,,3,,2,,,2,,
0,1985,6,1,14,M,2,,5,,1,1,3,2,1,,,,,,,,,7,,,,5,,1,,90,沒特別感覺,5,,,95,,4,,,3,,2,,,1,,
1,1985,5,2,2,S,95,,6,,1,1,2,3,1,,,,2,,,,6,7,,,,5,,2,,3,,1,,,1,,3,,,2,,1,,,5,,
1,1984,5,15,15,O,1,,5,,2,2,2,2,1,,,,,3,,,6,7,,,,3,,1,,1,,1,,,3,,4,,,4,,4,,,2,,
0,1985,5,4,4,S,1,,1,,4,4,4,4,2,6,,,,,,,,,,,,,,3,,3,,5,,,2,,3,,,3,,2,,,5,,
1,2019,6,2,2,J,2,,5,,4,4,4,4,2,2,,,,,,,,,,,,,,3,,1,,2,,,1,,1,,,4,,2,,,5,,
0,1987,6,4,4,M,1,,95,,1,1,3,2,2,1,,,,,,,,,,,,,,1,,3,,4,,,1,,5,,怕痛,4,,1,,,2,,
1,1976,4,2,2,V,5,,5,,2,2,1,2,2,4,,,,,,,,,,,,,,3,,3,,5,,,3,,4,,,3,,4,,,5,,
1,1985,6,9,9,P,4,,5,,1,2,3,3,1,,,1,,,4,,,7,,,,3,,1,,1,,1,,,1,,4,,,2,,2,,,1,,
1,1985,5,9,9,C,1,,95,,1,1,2,3,2,2,,,,,,,,,,,,,,4,,3,,5,,,3,,3,,,3,,1,,,3,,
1,1984,5,15,15,Q,4,,5,,3,2,2,2,1,,,,,,,,6,7,,,,5,,3,,3,,5,,,95,,4,,,4,,4,,,5,,
0,1991,5,2,2,S,1,,1,,1,3,2,2,2,2,,,,,,,,,,,,,,2,,3,,1,,,4,,4,,,4,,2,,,1,,
1,1991,6,5,8,M,4,,6,,3,3,2,2,1,,,,2,,,,6,7,,,,3,,1,,1,,1,,,1,,4,,,3,,1,,,1,,
0,1985,5,2,2,U,4,,5,,4,2,2,2,1,,,,,3,4,,,7,,,,90,行動支付還有回饋,2,,2,,1,,,95,,5,,不會，完全不考慮,4,,2,,,1,,
1,1989,5,13,13,V,1,,1,,2,2,2,2,2,4,,,,,,,,,,,,,,1,,1,,1,,,2,,3,,,3,,2,,,1,,
1,1992,5,8,8,I,1,,1,,1,1,2,2,2,3,,,,,,,,,,,,,,1,,2,,1,,,1,,3,,,2,,2,,,2,,
1,1989,5,8,8,K,1,,1,,4,4,4,4,2,6,,,,,,,,,,,,,,1,,3,,5,,,95,,3,,,3,,5,,,1,,
1,1984,5,2,2,V,2,,5,,2,2,3,3,1,,,,,,,,,7,,,,5,,2,,4,,5,,,4,,4,,,4,,1,,,1,,
1,1972,6,13,13,M,3,,6,,3,2,3,1,1,,,,,3,,,6,,,,,4,,2,,2,,5,,,2,,1,,,2,,2,,,1,,
1,1986,5,16,16,M,1,,95,,2,2,2,2,2,5,,,,,,,,,,,,,,4,,3,,5,,,2,,4,,,2,,2,,,3,,新科技  新病毒  ?
0,1998,5,1,9,T,1,,1,,4,4,4,3,1,,,1,,,,,,7,,,,5,,1,,3,,1,,,1,,4,,,3,,1,,,2,,
0,1986,5,15,15,P,90,icash2.0,5,,3,3,3,2,2,1,,,,,,,,,,,,,,90,會讓他人知道你的蔡財務狀況,3,,6,,沒錢的人怎麼辦,4,,5,,這樣就不能秀美麗的錢包了！,3,,2,,,5,,觀望
0,1970,5,24,24,S,4,,5,,2,2,2,2,1,,,,,,,,,7,,,,3,,2,,3,,5,,,2,,3,,,2,,2,,,2,,
1,1983,3,8,11,I,4,,6,,1,2,3,3,1,,,1,,,,,,7,,,,3,,1,,1,,1,,,3,,4,,,4,,4,,,4,,
1,1994,5,2,2,M,3,,95,,2,2,2,3,1,,,,,,,,,,,90,悠遊卡,5,,2,,3,,5,,,90,有心人士有盜刷盜用的風險,4,,,2,,2,,,5,,
1,1983,6,15,15,M,4,,5,,3,3,3,2,1,,,,,3,,,,,,,,3,,2,,2,,2,,,2,,1,,,2,,2,,,2,,
0,1975,4,1,1,K,3,,5,,2,2,3,3,1,,,,,3,,,6,7,,,,3,,2,,90,各半,1,,,4,,5,,怪怪的,2,,2,,,2,,
